CD_CID,DS_CID,DT_EXCL,ID_ORIGEM
M510,TRANSTORNOS DE DISCOS LOMBARES E DE OUTROS DISCOS INTERVERTEBRAIS COM MIELOPATIA                    ,,
M511,TRANSTORNOS DE DISCOS LOMBARES E DE OUTROS DISCOS INTERVERTEBRAIS COM RADICULOPATIA                 ,,
M512,OUTROS DESLOCAMENTOS DISCAIS INTERVERTEBRAIS ESPECIFICADOS                                          ,,
M513,OUTRA DEGENERACAO ESPECIFICADA DE DISCO INTERVERTEBRAL                                              ,,
M514,NODULOS DE SCHMORL                                                                                  ,,
M518,OUTROS TRANSTORNOS ESPECIFICADOS DE DISCOS INTERVERTEBRAIS                                          ,,
M519,TRANSTORNO NAO ESPECIFICADO DE DISCO INTERVERTEBRAL                                                 ,,
M53,OUTRAS DORSOPATIAS E SUBTÍTULOS                                                                     ,,
M530,SINDROME CERVICOCRANIANA                                                                            ,,
M531,SINDROME CERVICO-BRAQUIAL,,
M532,INSTABILIDADES DA COLUNA VERTEBRAL                                                                  ,,
M533,TRANSTORNOS SACROCCIGEOS NAO CLASSIFICADOS EM OUTRA PARTE                                           ,,
M538,OUTRAS DORSOPATIAS ESPECIFICADAS                                                                    ,,
M539,DORSOPATIA NAO ESPECIFICADA                                                                         ,,
M54,DORSALGIA E SUBTÍTULOS                                                                              ,,
M540,PANICULITE ATINGINDO REGIOES DO PESCOCO E DO DORSO                                                  ,,
M541,RADICULOPATIA                                                                                       ,,
M542,CERVICALGIA                                                                                         ,,
M543,CIATICA                                                                                             ,,
O07,FALHA DE TENTATIVA DE ABORTO E SUBTÍTULOS                                                           ,,
O070,FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS, COMPLICADO POR INFECCAO DO TRATO GENITAL OU DOS ORGAOS,,
O071,FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS, COMPLICADO POR HEMORRAGIA TARDIA OU EXCESSIVA         ,,
O072,FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS, COMPLICADO POR EMBOLIA                                ,,
O073,FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS, COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECI,,
O074,FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS, SEM COMPLICACOES                                      ,,
O075,OUTRAS FORMAS, E AS NAO ESPECIFICADAS, DE FALHA NA PROVOCACAO DE ABORTO, COMPLICADAS POR INFECCAO DO,,
O076,OUTRAS FORMAS, E AS NAO ESPECIFICADAS, DE FALHA NA PROVOCACAO DE ABORTO, COMPLICADAS POR HEMORRAGIA ,,
O077,OUTRAS FORMAS, E AS NAO ESPECIFICADAS, DE FALHA NA PROVOCACAO DE ABORTO, COMPLICADAS POR EMBOLIA    ,,
O078,OUTRAS FORMAS, E AS NAO ESPECIFICADAS, DE FALHA NA PROVOCACAO DE ABORTO, COM OUTRAS COMPLICACOES OU ,,
O079,OUTRAS FORMAS, E AS NAO ESPECIFICADAS, DE FALHA NA PROVOCACAO DE ABORTO, SEM COMPLICACAO            ,,
O08,COMPLICACOES CONSEQUENTES A ABORTO E GRAVIDEZ ECTOPICA OU MOLAR E SUBTÍTULOS                        ,,
O080,INFECCAO DO TRATO GENITAL E DOS ORGAOS PELVICOS CONSEQUENTE A ABORTO E GRAVIDEZ ECTOPICA E MOLAR    ,,
O081,HEMORRAGIA TARDIA OU EXCESSIVA CONSEQUENTE A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR                   ,,
O082,EMBOLIA CONSEQUENTE A ABORTO                                                                        ,,
O083,CHOQUE CONSEQUENTE A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR                                           ,,
O084,INSUFICIENCIA RENAL CONSEQUENTE A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR                              ,,
O085,DISTURBIOS METABOLICOS CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR                          ,,
O086,LESAO A ORGAOS E A TECIDOS PELVICOS CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR             ,,
O087,OUTRAS COMPLICACOES VENOSAS CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR                     ,,
O088,OUTRAS COMPLICACOES CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR                             ,,
O089,COMPLICACOES CONSEQUENTES A ABORTO E GRAVIDEZ ECTOPICA E MOLAR, NAO ESPECIFICADAS                   ,,
O10,HIPERTENSAO PRE-EXISTENTE COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO E SUBTÍTULOS                ,,
O100,HIPERTENSAO ESSENCIAL PRE-EXISTENTE COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO                   ,,
O101,DOENCA CARDIACA HIPERTENSIVA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO            ,,
O102,DOENCA RENAL HIPERTENSIVA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO               ,,
O103,DOENCA CARDIACA E RENAL HIPERTENSIVA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO    ,,
O104,HIPERTENSAO SECUNDARIA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO                  ,,
O109,HIPERTENSAO PRE-EXISTENTE NAO ESPECIFICADA, COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO           ,,
O11,DISTURBIO HIPERTENSIVO PRE-EXISTENTE COM PROTEINURIA SUPERPOSTA E SUBTÍTULOS                        ,,
O12,EDEMA E PROTEINURIA GESTACIONAIS [INDUZIDOS PELA GRAVIDEZ], SEM HIPERTENSAO E SUBTÍTULOS            ,,
O120,EDEMA GESTACIONAL                                                                                   ,,
O121,PROTEINURIA GESTACIONAL                                                                             ,,
O122,EDEMA GESTACIONAL COM PROTEINURIA                                                                   ,,
O13,HIPERTENSAO GESTACIONAL [INDUZIDA PELA GRAVIDEZ] SEM PROTEINURIA SIGNIFICATIVA E SUBTÍTULOS         ,,
O14,HIPERTENSAO GESTACIONAL [INDUZIDA PELA GRAVIDEZ] COM PROTEINURIA SIGNIFICATIVA E SUBTÍTULOS         ,,
O140,PRE-ECLAMPSIA MODERADA                                                                              ,,
O141,PRE-ECLAMPSIA GRAVE                                                                                 ,,
O149,PRE-ECLAMPSIA NAO ESPECIFICADA                                                                      ,,
O15,ECLAMPSIA E SUBTÍTULOS                                                                              ,,
O150,ECLAMPSIA NA GRAVIDEZ                                                                               ,,
O151,ECLAMPSIA NO TRABALHO DE PARTO                                                                      ,,
O152,ECLAMPSIA NO PUERPERIO                                                                              ,,
O159,ECLAMPSIA NAO ESPECIFICADA QUANTO AO PERIODO                                                        ,,
O16,HIPERTENSAO MATERNA NAO ESPECIFICADA E SUBTÍTULOS                                                   ,,
O20,HEMORRAGIA DO INICIO DA GRAVIDEZ E SUBTÍTULOS                                                       ,,
O200,AMEACA DE ABORTO                                                                                    ,,
O208,OUTRAS HEMORRAGIAS DO INICIO DA GRAVIDEZ                                                            ,,
O209,HEMORRAGIA DO INICIO DA GRAVIDEZ, NAO ESPECIFICADA                                                  ,,
O21,VOMITOS EXCESSIVOS NA GRAVIDEZ E SUBTÍTULOS                                                         ,,
O210,HIPEREMESE GRAVIDICA LEVE                                                                           ,,
O211,HIPEREMESE GRAVIDICA COM DISTURBIO METABOLICO                                                       ,,
O212,VOMITOS TARDIOS DA GRAVIDEZ                                                                         ,,
O218,OUTRAS FORMAS DE VOMITOS COMPLICANDO A GRAVIDEZ                                                     ,,
O219,VOMITOS DA GRAVIDEZ, NAO ESPECIFICADOS                                                              ,,
O22,COMPLICACOES VENOSAS NA GRAVIDEZ E SUBTÍTULOS                                                       ,,
O220,VARIZES DOS MEMBROS INFERIORES NA GRAVIDEZ                                                          ,,
O221,VARIZES GENITAIS NA GRAVIDEZ                                                                        ,,
O222,TROMBOFLEBITE SUPERFICIAL NA GRAVIDEZ                                                               ,,
O223,FLEBOTROMBOSE PROFUNDA NA GRAVIDEZ                                                                  ,,
O224,HEMORROIDAS NA GRAVIDEZ                                                                             ,,
O225,TROMBOSE VENOSA CEREBRAL NA GRAVIDEZ                                                                ,,
O228,OUTRAS COMPLICACOES VENOSAS NA GRAVIDEZ                                                             ,,
O229,COMPLICACOES VENOSAS NA GRAVIDEZ, NAO ESPECIFICADAS                                                 ,,
O23,INFECCOES DO TRATO GENITURINARIO NA GRAVIDEZ E SUBTÍTULOS                                           ,,
Q263,COMUNICACAO VENOSA PULMONAR ANORMAL PARCIAL                                                         ,,
Q264,COMUNICACAO VENOSA PULMONAR ANORMAL NAO ESPECIFICADO                                                ,,
Q265,COMUNICACAO VENOSA PORTAL ANORMAL                                                                   ,,
Q266,FISTULA ENTRE A VEIA PORTA E A ARTERIA HEPATICA                                                     ,,
Q268,OUTRAS MALFORMACOES CONGENITAS DAS GRANDES VEIAS                                                    ,,
Q269,MALFORMACAO CONGENITA NAO ESPECIFICADA DE GRANDE VEIA                                               ,,
Q27,OUTRAS MALFORMACOES CONGENITAS DO SISTEMA VASCULAR PERIFERICO E SUBTÍTULOS                          ,,
Q270,AUSENCIA CONGENITA E HIPOPLASIA DA ARTERIA UMBILICAL                                                ,,
Q271,ESTENOSE CONGENITA DA ARTERIA RENAL                                                                 ,,
Q440,AGENESIA, APLASIA E HIPOPLASIA DA VESICULA BILIAR                                                   ,,
Q441,OUTRAS MALFORMACOES CONGENITAS DA VESICULA BILIAR                                                   ,,
Q442,ATRESIA DAS VIAS BILIARES                                                                           ,,
Q443,ESTENOSE E ESTREITAMENTO CONGENITOS DAS VIAS BILIARES                                               ,,
V970,OCUPANTE DE UMA AERONAVE TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE AEREO ESPECIFICADOS         ,,
V971,PESSOA TRAUMATIZADA AO EMBARCAR EM OU DESEMBARCAR DE UMA AERONAVE                                   ,,
V972,PARAQUEDISTA TRAUMATIZADO EM ACIDENTE DE TRANSPORTE AEREO                                           ,,
V973,PESSOA EM TERRA TRAUMATIZADA EM ACIDENTE DE TRANSPORTE AEREO                                        ,,
V978,OUTROS ACIDENTES DE TRANSPORTE AEREO NAO CLASSIFICADOS EM OUTRA PARTE                               ,,
V98,OUTROS ACIDENTES DE TRANSPORTE ESPECIFICADOS E SUBTÍTULOS                                           ,,
V99,ACIDENTE DE TRANSPORTE NAO ESPECIFICADO E SUBTÍTULOS                                                ,,
W00,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE E SUBTÍTULOS                                            ,,
W000,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - RESIDENCIA                                            ,,
W001,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - HABITACAO COLETIVA                                    ,,
W002,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO ,,
W003,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - AREA PARA A PRATICA DE ESPORTES E ATLETISMO           ,,
W004,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - RUA E ESTRADA                                         ,,
W005,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - AREAS DE COMERCIO E DE SERVICOS                       ,,
W006,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - AREAS INDUSTRIAIS E EM CONSTRUCAO                     ,,
W007,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - FAZENDA                                               ,,
W008,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - OUTROS LOCAIS ESPECIFICADOS                           ,,
W009,QUEDA NO MESMO NIVEL ENVOLVENDO GELO E NEVE - LOCAL NAO ESPECIFICADO                                ,,
W01,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] E SUBTÍTULOS            ,,
W010,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - RESIDENCIA            ,,
W011,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - HABITACAO COLETIVA    ,,
W012,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - ESCOLAS, OUTRAS INSTIT,,
W013,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - AREA PARA A PRATICA DE,,
W014,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - RUA E ESTRADA         ,,
W015,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - AREAS DE COMERCIO E DE,,
W016,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - AREAS INDUSTRIAIS E EM,,
W017,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - FAZENDA               ,,
W018,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - OUTROS LOCAIS ESPECIFI,,
W019,QUEDA NO MESMO NIVEL POR ESCORREGAO, TROPECAO OU PASSOS EM FALSOS [TRASPES] - LOCAL NAO ESPECIFICADO,,
W02,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS E SUBTÍTULOS              ,,
W020,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - RESIDENCIA              ,,
W021,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - HABITACAO COLETIVA      ,,
W022,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - ESCOLAS, OUTRAS INSTITUI,,
W023,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - AREA PARA A PRATICA DE E,,
W024,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - RUA E ESTRADA           ,,
W025,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - AREAS DE COMERCIO E DE S,,
W026,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - AREAS INDUSTRIAIS E EM C,,
W027,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - FAZENDA                 ,,
W028,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS - OUTROS LOCAIS ESPECIFICA,,
